Wayne D. Gray
Luís M. A. Bettencourt
Kathleen M. Carley,Michael K. Martin,Brian R. Hirshman
Todd M. Gureckis,Robert L. Goldstone
Michael E. Gorman
John J. Clement
Susan Bell Trickett,J. Gregory Trafton,Christian D. Schunn
Nancy J. Nersessian
Ryan D. Tweney
Wayne D. Gray
Robert L. Goldstone,Todd M. Gureckis
Matthew J. Salganik,Duncan J. Watts
Mehdi Moussaid,Simon Garnier,Guy Theraulaz,Dirk Helbing
James Kennedy
Edwin Hutchins,Christine M. Johnson
Andrew Brook
William Bechtel
Pierre Jacob
Wayne Gray
Andrew Brook
Daniel C. Dennett
Paul Thagard
Bruno Galantucci,Natalie Sebanz
Hadas Shintel,Boaz Keysar
Susan E. Brennan,Joy E. Hanna
Simon Garrod,Martin J. Pickering
Kevin Shockley,Daniel C. Richardson,Rick Dale
Kerry L. Marsh,Michael J. Richardson,R. C. Schmidt
Harold Bekkering,Ellen R. A. De Bruijn,Raymond H. Cuijpers, Roger Newman-Norlund,Hein T. Van Schie,Ruud Meulenbroek
Natalie Sebanz,Guenther Knoblich
Josep Call
Malinda Carpenter
Bruno Galantucci
James L. McClelland
Karalyn Patterson,David C. Plaut
N. S. Clayton,J. Russell,A. Dickinson
Michelene T. H. Chi
Gerd Gigerenzer,Henry Brighton
Gary Marcus
Gideon Borensztajn,Willem Zuidema,Rens Bod
Pernille Hemmer,Mark Steyvers
Ron J. C. M. Salden,Vincent A. W. M. M. Aleven,Alexander Renkl,Rolf Schwonke
Wayne D. Gray
Richard P. Cooper
Dietrich Stout
Lucy Cragg,Kate Nation
Pete Mandik
William H. Alexander,Joshua W. Brown
Agatha Lenartowicz,Donald J. Kalar,Eliza Congdon,Russell A. Poldrack
Niels Taatgen,John R. Anderson
Edwin Hutchins
Lawrence W. Barsalou
Linda B. Smith,Adam Sheya
Richard M. Shiffrin
James L. McClelland
Wayne D. Gray
Lawrence W. Barsalou
Dedre Gentner
Kenneth D. Forbus
William Bechtel
Elissa L. Newport
Andrea Bender,Edwin Hutchins,Douglas Medin
Susan E. F. Chipman
Richard P. Cooper,Tim Shallice
Amanda Seed,Michael Tomasello
Wendell Wallach
Owen Flanagan,Robert Anthony Williams
Wendell Wallach,Stan Franklin,Colin Allen
Susan Dwyer,Bryce Huebner,Marc D. Hauser
Joseph M. Paxton,Joshua D. Greene
Gerd Gigerenzer
Joshua Knobe
Trevor Kvaran,Alan G. Sanfey
Wayne D. Gray
Robert A. Jacobs
Kim M. Curby,Isabel Gauthier
C. Shawn Green,Renjie Li,Daphne Bavelier
Robert A. Jacobs,Ladan Shams
Chi-Tat Law,Joshua I. Gold
Rufin Vogels
Aapo Hyvärinen
Robert L. Goldstone,David H. Landy,Ji Y. Son
Philip J. Kellman,Christine M. Massey,Ji Y. Son
Tim Martin,Krystel R. Huxlin
Wayne D. Gray
Max Coltheart
David C. Plaut,Karalyn Patterson
David C. Gooding
Will Bridewell,Pat Langley
Jeff Shrager,Dorrit Billman,Gregorio Convertino,J. P. Massar,Peter Pirolli
Susannah B. F. Paletz,Christian D. Schunn
Michael E. Gorman
Mark Andrews,Gabriella Vigliocco
Christopher Crick,Brian Scassellati
George T. Jackson,Rebekah H. Guess,Danielle S. McNamara
Jennifer B. Misyak,Morten H. Christiansen,J. Bruce Tomblin
Raj M. Ratwani,J. Gregory Trafton
Leendert Van Maanen,Hedderik Van Rijn
Wayne D. Gray
Glenn Gunzelmann
Madeleine Keehner
Kenneth Forbus,Jeffrey Usher,Andrew Lovett,Kate Lockwood,Jon Wetzel
Yunfeng Li,Zygmunt Pizlo
J. Gregory Trafton,Anthony M. Harrison
Wai K. Yeap
Alexander Klippel
Glenn Gunzelmann,Don R. Lyon
Balakrishnan Chandrasekaran,Bonny Banerjee,Unmesh Kurup,Omkar Lele
Holger Schultheis,Thomas Barkowsky
Scott D. Lathrop,Samuel Wintermute,John E. Laird
Wayne D. Gray
Mary Hegarty
Peter C.-H. Cheng
Barbara Tversky
Laura R. Novick,Courtney K. Shade,Kefyn M. Catley
Priti Shah,Eric G. Freedman
Harvey S. Smallman,Maia B. Cook
Brian Fisher,Tera Marie Green,Richard Arias-Hernández
Wayne D. Gray
Richard P. Cooper
J. Bruce Morton,Fredrick Ezekiel,Heather A. Wilk
David Badre
Carrie Figdor
Dario D. Salvucci,Niels A. Taatgen
Thomas T. Hills
Matt J. Rossano
Ion Juvina
Eddy J. Davelaar
Evangelia G. Chrysikou,Jared M. Novick,John C. Trueswell,Sharon L. Thompson-Schill
Warren Mansell
Robert E. Briscoe
Myrto I. Mylopoulos
Max M. Louwerse
Brian Riordan,Michael N. Jones
Walter Kintsch,Praful Mangalath
Arthur C. Graesser,Danielle S. McNamara
Jonathan Trigg,Michael Kalish
Nigel Stepp,Anthony Chemero,Michael T. Turvey
David M. Kaplan,William Bechtel
Wayne D. Gray
Danielle S. McNamara
Mark Steyvers,Padhraic Smyth,Chaitanya Chemuduganta
Marc W. Howard,Karthik H. Shankar,Udaya K. K. Jagadisan
Geoffrey Hinton,Ruslan Salakhutdinov
Benjamin Stone,Simon Dennis,Peter J. Kwantes
Christian P. Janssen,Duncan P. Brumby,John Dowell,Nick Chater,Andrew Howes
Daniel Rasmussen,Chris Eliasmith
Leonghwee Teo,Bonnie E. John
Eldad Yechiam,Eyal Ert
Benjamin E. Hilbig,Tobias Richter
Henry Brighton,Gerd Gigerenzer
Wayne D. Gray
Marcus Pearce,Martin Rohrmeier
Stephanie M. Stalinski,E. Glenn Schellenberg
Gary F. Marcus
Henkjan Honing,Annemie Ploeger
Martin Rohrmeier,Patrick Rebuschat
Psyche Loui
Barbara Tillmann
Jessica A. Grahn
Tuomas Eerola
Marcus T. Pearce,Geraint A. Wiggins
Catherine J. Stevens
Ian Cross
David Huron
Joshua Ian Davis,Arthur B. Markman
Beate M. Herbert,Olga Pollatos
Brian P. Meier,Simone Schnall,Norbert Schwarz,John A. Bargh
Michael L. Anderson,Michael J. Richardson,Anthony Chemero
Carly Kontra,Susan Goldin-Meadow,Sian L. Beilock
