6.505000000000000000e+03,2.700000000000000000e+01,8.920000000000000000e+02,1.000000000000000000e+00,4.800000000000000000e+01,2.300000000000000000e+01,5.000000000000000000e+00,1.000000000000000000e+01,2.300000000000000000e+01,1.000000000000000000e+01,6.000000000000000000e+01,1.020000000000000000e+02,1.300000000000000000e+01,7.000000000000000000e+00,1.700000000000000000e+01,1.000000000000000000e+01,1.900000000000000000e+01,2.070000000000000000e+02,2.940000000000000000e+02,8.900000000000000000e+01,3.100000000000000000e+01,6.500000000000000000e+01,8.400000000000000000e+01,6.000000000000000000e+00,3.000000000000000000e+00,1.600000000000000000e+01,9.000000000000000000e+00,3.870000000000000000e+02,1.800000000000000000e+01,1.900000000000000000e+01,2.000000000000000000e+00,7.800000000000000000e+01,1.170000000000000000e+02,3.170000000000000000e+02,8.000000000000000000e+00,7.000000000000000000e+00,1.260000000000000000e+02,4.100000000000000000e+01,2.800000000000000000e+01,6.100000000000000000e+01,2.900000000000000000e+01,4.000000000000000000e+00,1.500000000000000000e+01,5.000000000000000000e+00,2.200000000000000000e+01,6.500000000000000000e+01,0.000000000000000000e+00,3.300000000000000000e+01
0.000000000000000000e+00,6.489000000000000000e+03,1.961000000000000000e+03,7.300000000000000000e+01,5.200000000000000000e+01,2.160000000000000000e+02,1.010000000000000000e+02,2.900000000000000000e+01,4.390000000000000000e+02,1.900000000000000000e+01,2.730000000000000000e+02,6.488000000000000000e+03,1.600000000000000000e+01,3.000000000000000000e+01,7.600000000000000000e+01,2.850000000000000000e+02,1.400000000000000000e+01,1.780000000000000000e+02,1.270000000000000000e+02,2.800000000000000000e+01,5.000000000000000000e+01,6.300000000000000000e+01,1.940000000000000000e+02,8.700000000000000000e+01,6.800000000000000000e+01,3.020000000000000000e+02,3.700000000000000000e+01,1.370000000000000000e+02,4.900000000000000000e+01,8.000000000000000000e+01,1.140000000000000000e+02,1.190000000000000000e+02,1.460000000000000000e+02,4.600000000000000000e+01,3.800000000000000000e+01,2.200000000000000000e+01,1.570000000000000000e+02,3.000000000000000000e+00,3.900000000000000000e+01,6.100000000000000000e+01,1.270000000000000000e+02,1.500000000000000000e+01,2.100000000000000000e+01,8.300000000000000000e+01,4.545000000000000000e+03,4.550000000000000000e+02,1.100000000000000000e+02,2.790000000000000000e+02
0.000000000000000000e+00,0.000000000000000000e+00,2.255900000000000000e+04,5.270000000000000000e+02,2.360000000000000000e+02,4.130000000000000000e+02,1.600000000000000000e+02,1.300000000000000000e+02,9.430000000000000000e+02,1.170000000000000000e+02,4.650000000000000000e+02,3.538000000000000000e+03,9.200000000000000000e+01,6.400000000000000000e+01,1.920000000000000000e+02,4.980000000000000000e+02,4.400000000000000000e+01,1.256000000000000000e+03,3.640000000000000000e+02,5.600000000000000000e+01,1.490000000000000000e+02,2.490000000000000000e+02,4.690000000000000000e+02,4.870000000000000000e+02,2.560000000000000000e+02,8.760000000000000000e+02,1.280000000000000000e+02,5.120000000000000000e+02,2.620000000000000000e+02,5.550000000000000000e+02,2.439000000000000000e+03,2.570000000000000000e+02,6.520000000000000000e+02,2.810000000000000000e+02,1.490000000000000000e+02,1.960000000000000000e+02,6.640000000000000000e+02,4.900000000000000000e+01,1.240000000000000000e+02,1.340000000000000000e+02,3.240000000000000000e+02,7.100000000000000000e+01,1.180000000000000000e+02,3.710000000000000000e+02,1.771000000000000000e+03,7.205000000000000000e+03,1.900000000000000000e+02,9.450000000000000000e+02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.650000000000000000e+02,1.400000000000000000e+01,4.000000000000000000e+01,2.000000000000000000e+00,1.000000000000000000e+00,2.190000000000000000e+02,0.000000000000000000e+00,1.800000000000000000e+01,1.690000000000000000e+02,1.000000000000000000e+00,0.000000000000000000e+00,6.000000000000000000e+00,3.300000000000000000e+01,0.000000000000000000e+00,2.700000000000000000e+01,1.900000000000000000e+01,0.000000000000000000e+00,1.400000000000000000e+01,0.000000000000000000e+00,7.000000000000000000e+00,1.100000000000000000e+01,4.200000000000000000e+01,3.100000000000000000e+01,1.100000000000000000e+01,7.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.020000000000000000e+02,1.600000000000000000e+01,2.200000000000000000e+01,1.100000000000000000e+01,5.000000000000000000e+00,0.000000000000000000e+00,1.800000000000000000e+01,0.000000000000000000e+00,3.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00,6.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,6.100000000000000000e+01,6.100000000000000000e+01,6.100000000000000000e+01,3.500000000000000000e+01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.309000000000000000e+03,1.200000000000000000e+01,5.900000000000000000e+01,1.300000000000000000e+01,5.200000000000000000e+01,2.300000000000000000e+01,2.700000000000000000e+01,1.050000000000000000e+02,1.700000000000000000e+01,1.300000000000000000e+01,1.300000000000000000e+01,4.200000000000000000e+01,4.000000000000000000e+00,7.300000000000000000e+01,2.190000000000000000e+02,6.300000000000000000e+01,1.800000000000000000e+01,1.300000000000000000e+01,3.300000000000000000e+01,1.000000000000000000e+01,5.000000000000000000e+00,4.400000000000000000e+01,1.700000000000000000e+01,2.800000000000000000e+01,6.000000000000000000e+00,2.500000000000000000e+01,2.100000000000000000e+01,6.900000000000000000e+01,8.600000000000000000e+01,2.900000000000000000e+01,1.300000000000000000e+01,1.300000000000000000e+01,6.100000000000000000e+01,4.000000000000000000e+00,1.500000000000000000e+01,7.100000000000000000e+01,5.000000000000000000e+00,1.000000000000000000e+01,6.000000000000000000e+00,4.000000000000000000e+00,3.300000000000000000e+01,8.800000000000000000e+01,3.000000000000000000e+00,1.010000000000000000e+02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.266000000000000000e+03,1.300000000000000000e+01,4.000000000000000000e+00,1.930000000000000000e+02,5.000000000000000000e+00,7.900000000000000000e+01,4.290000000000000000e+02,6.000000000000000000e+00,6.000000000000000000e+00,1.100000000000000000e+01,1.130000000000000000e+02,1.000000000000000000e+00,2.000000000000000000e+01,1.900000000000000000e+01,0.000000000000000000e+00,9.000000000000000000e+00,1.500000000000000000e+01,3.300000000000000000e+01,1.600000000000000000e+01,1.090000000000000000e+02,3.500000000000000000e+01,1.100000000000000000e+01,2.100000000000000000e+01,3.000000000000000000e+00,1.000000000000000000e+01,7.900000000000000000e+01,1.200000000000000000e+01,2.800000000000000000e+01,1.700000000000000000e+01,3.000000000000000000e+00,2.000000000000000000e+00,6.000000000000000000e+01,2.000000000000000000e+00,8.000000000000000000e+00,1.100000000000000000e+01,3.100000000000000000e+01,5.000000000000000000e+00,1.000000000000000000e+00,5.000000000000000000e+00,2.120000000000000000e+02,1.590000000000000000e+02,7.500000000000000000e+01,3.400000000000000000e+01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.400000000000000000e+02,5.000000000000000000e+00,5.200000000000000000e+01,9.300000000000000000e+01,5.800000000000000000e+01,1.320000000000000000e+02,4.000000000000000000e+00,6.000000000000000000e+00,2.100000000000000000e+01,5.600000000000000000e+01,0.000000000000000000e+00,6.900000000000000000e+01,2.800000000000000000e+01,9.000000000000000000e+00,2.900000000000000000e+01,5.000000000000000000e+00,2.700000000000000000e+01,6.000000000000000000e+00,8.000000000000000000e+00,6.600000000000000000e+01,2.900000000000000000e+01,3.300000000000000000e+01,8.000000000000000000e+00,4.000000000000000000e+00,1.100000000000000000e+01,4.800000000000000000e+01,1.900000000000000000e+01,3.500000000000000000e+01,2.200000000000000000e+01,1.300000000000000000e+01,3.700000000000000000e+01,0.000000000000000000e+00,1.000000000000000000e+01,1.200000000000000000e+01,3.000000000000000000e+00,4.000000000000000000e+00,1.000000000000000000e+00,6.000000000000000000e+00,9.800000000000000000e+01,4.300000000000000000e+01,2.000000000000000000e+00,1.110000000000000000e+02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.010000000000000000e+03,1.100000000000000000e+01,1.200000000000000000e+01,1.500000000000000000e+01,8.600000000000000000e+01,7.000000000000000000e+00,5.000000000000000000e+00,7.000000000000000000e+00,1.100000000000000000e+01,1.400000000000000000e+01,5.100000000000000000e+01,5.260000000000000000e+02,2.000000000000000000e+01,1.200000000000000000e+01,5.200000000000000000e+01,5.900000000000000000e+01,1.200000000000000000e+01,2.000000000000000000e+00,5.800000000000000000e+01,0.000000000000000000e+00,7.300000000000000000e+01,3.900000000000000000e+01,0.000000000000000000e+00,1.400000000000000000e+01,2.600000000000000000e+01,1.800000000000000000e+01,5.500000000000000000e+01,4.000000000000000000e+00,1.400000000000000000e+01,1.080000000000000000e+02,8.000000000000000000e+00,9.000000000000000000e+00,3.900000000000000000e+01,1.500000000000000000e+01,1.400000000000000000e+01,0.000000000000000000e+00,3.000000000000000000e+00,2.000000000000000000e+01,2.200000000000000000e+01,0.000000000000000000e+00,9.400000000000000000e+01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.714000000000000000e+03,3.500000000000000000e+01,1.320000000000000000e+02,8.450000000000000000e+02,1.300000000000000000e+01,1.000000000000000000e+01,1.800000000000000000e+01,1.540000000000000000e+02,4.000000000000000000e+00,1.160000000000000000e+02,1.390000000000000000e+02,2.600000000000000000e+01,3.400000000000000000e+01,8.000000000000000000e+00,6.800000000000000000e+01,3.000000000000000000e+01,2.150000000000000000e+02,1.390000000000000000e+02,9.200000000000000000e+01,6.500000000000000000e+01,2.300000000000000000e+01,1.000000000000000000e+01,2.940000000000000000e+02,6.100000000000000000e+01,6.300000000000000000e+01,3.600000000000000000e+01,2.500000000000000000e+01,5.800000000000000000e+01,1.080000000000000000e+02,4.000000000000000000e+00,1.400000000000000000e+01,2.500000000000000000e+01,3.900000000000000000e+01,2.500000000000000000e+01,1.400000000000000000e+01,2.500000000000000000e+01,4.190000000000000000e+02,3.670000000000000000e+02,2.480000000000000000e+02,1.730000000000000000e+02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.880000000000000000e+02,2.600000000000000000e+01,5.000000000000000000e+01,5.000000000000000000e+00,7.000000000000000000e+00,3.000000000000000000e+00,2.100000000000000000e+01,4.000000000000000000e+00,2.000000000000000000e+01,3.300000000000000000e+01,2.000000000000000000e+00,3.500000000000000000e+01,1.300000000000000000e+01,1.500000000000000000e+01,5.000000000000000000e+00,5.000000000000000000e+00,3.500000000000000000e+01,6.000000000000000000e+00,3.500000000000000000e+01,3.000000000000000000e+01,0.000000000000000000e+00,4.000000000000000000e+00,7.000000000000000000e+00,1.300000000000000000e+01,1.200000000000000000e+01,1.100000000000000000e+01,8.500000000000000000e+01,3.200000000000000000e+01,0.000000000000000000e+00,1.600000000000000000e+01,7.000000000000000000e+00,4.000000000000000000e+00,8.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+00,1.400000000000000000e+01,2.400000000000000000e+01,1.000000000000000000e+00,7.700000000000000000e+01
